point_id	beta	gamma	sigma
698	0.40187435	0.14206776	0.94693463
699	0.14697181	0.20489717	0.10575965
700	0.32863895	0.29551286	0.16761775
701	0.21977411	0.10399601	0.26565623
702	0.49142986	0.14998820	0.42103675
703	0.10206425	0.21632041	0.66729827
704	0.22822260	0.11749791	0.11596315
705	0.15262165	0.16946131	0.18378921
706	0.34127238	0.24440550	0.29128626
707	0.12480871	0.13275278	0.46165761
708	0.27908076	0.19146264	0.73167801
709	0.18663255	0.27613690	0.12715106
710	0.41732307	0.10831481	0.20152086
711	0.11286500	0.15621698	0.31938903
712	0.25237380	0.22530388	0.50619750
713	0.16877253	0.12237742	0.80226898
714	0.37738686	0.17649878	0.13941837
715	0.13801634	0.25455530	0.22096323
716	0.30861393	0.13826580	0.35020311
717	0.20638257	0.19941379	0.55503453
718	0.46148546	0.28760446	0.87967044
719	0.10732884	0.11281296	0.15286920
720	0.23999459	0.16270444	0.24228136
721	0.16049406	0.23466041	0.38399008
722	0.35887562	0.12745957	0.60858326
723	0.13124649	0.18382851	0.96453946
724	0.29347608	0.26512660	0.10772587
725	0.19625928	0.14400777	0.17073399
726	0.43884910	0.20769515	0.27059514
727	0.11868671	0.29954824	0.42886440
728	0.26539154	0.10005025	0.67970427
729	0.17747802	0.14429742	0.11811906
730	0.39685292	0.20811290	0.18720610
731	0.14513539	0.11303987	0.29670168
732	0.32453260	0.16303170	0.47024047
733	0.21702803	0.23513240	0.74528091
734	0.48528943	0.12771594	0.12951498
735	0.10466345	0.18419826	0.20526741
736	0.23403459	0.26565986	0.32532692
737	0.15650836	0.10420518	0.51560842
738	0.34996334	0.15028988	0.81718427
739	0.12798713	0.21675552	0.14201035
740	0.28618792	0.11773424	0.22507124
741	0.19138540	0.16980216	0.35671387
742	0.42795076	0.24489709	0.56535339
743	0.11573925	0.13301979	0.89602474
744	0.25880084	0.19184774	0.15571125
745	0.17307055	0.27669232	0.24678571
746	0.38699752	0.10853267	0.39112898
747	0.14153111	0.15653119	0.61989766
748	0.31647319	0.22575705	0.98247159
749	0.21163838	0.12262357	0.10044308
750	0.47323780	0.17685379	0.15919155
751	0.11006212	0.25506730	0.25230160
752	0.24610638	0.13854390	0.39987108
753	0.16458125	0.19981489	0.63375296
754	0.36801487	0.28818293	0.11013364
755	0.13458886	0.10141648	0.17455006
756	0.30094984	0.14626788	0.27664320
757	0.20125729	0.21095479	0.43844992
758	0.45002497	0.11458348	0.69489630
759	0.12170922	0.16525798	0.12075914
760	0.27215009	0.23834325	0.19139033
761	0.18199774	0.12945997	0.30333324
762	0.40695931	0.18671358	0.48075078
763	0.14883146	0.26928758	0.76193864
764	0.33279726	0.10562816	0.13240976
765	0.22255494	0.15234217	0.20985533
766	0.49764797	0.21971542	0.33259828
767	0.10047263	0.11934196	0.52713275
768	0.22466363	0.17212090	0.83544911
769	0.15024162	0.24824129	0.14518442
770	0.33595048	0.13483625	0.23010179
771	0.12286241	0.19446752	0.36468676
772	0.27472869	0.28047069	0.57798957
773	0.18372215	0.11001474	0.91605173
774	0.41081521	0.15866871	0.10231045
775	0.11110495	0.22883987	0.16215114
776	0.24843821	0.12429806	0.25699223
777	0.16614064	0.17926882	0.40730524
778	0.37150177	0.25855038	0.64553531
779	0.13586408	0.14043579	0.11218118
780	0.30380131	0.20254346	0.17779519
781	0.20316418	0.29211822	0.28178638
782	0.45428892	0.10280138	0.44660132
783	0.10565513	0.14826524	0.70781539
784	0.23625205	0.21383548	0.12300422
785	0.15799127	0.11614818	0.19494855
786	0.35327921	0.16751466	0.30897262
787	0.12919980	0.24159795	0.48968861
788	0.28889953	0.13122781	0.77610414
789	0.19319876	0.18926325	0.13487144
790	0.43200555	0.27296484	0.21375683
791	0.11683587	0.10707056	0.33878174
792	0.26125295	0.15442248	0.53693288
793	0.17471038	0.22271575	0.85098127
794	0.39066428	0.12097164	0.14788360
795	0.14287211	0.17447129	0.23437970
796	0.31947175	0.25163115	0.37146680
797	0.21364363	0.13667750	0.58873520
798	0.47772168	0.19712307	0.93308240
799	0.10303130	0.28430066	0.10421254
800	0.23038499	0.11151704	0.16516575
801	0.15406773	0.16083541	0.26177008
802	0.34450591	0.23196480	0.41487761
803	0.12599126	0.12599541	0.65753670
804	0.28172502	0.18171683	0.11426678
805	0.18840088	0.26208101	0.18110065
806	0.42127717	0.14235351	0.28702518
807	0.11393438	0.20530930	0.45490426
808	0.25476502	0.29610724	0.72097466
809	0.17037164	0.10050360	0.12529104
810	0.38096256	0.14495128	0.19857291
811	0.13932404	0.20905592	0.31471685
812	0.31153801	0.11355208	0.49879260
813	0.20833803	0.16377044	0.79053299
814	0.46585799	0.23619785	0.13737889
815	0.10834578	0.12829466	0.21773087
816	0.24226852	0.18503291	0.34508017
817	0.16201472	0.26686364	0.54691521
818	0.36227593	0.10467737	0.86680219
819	0.13249004	0.15097088	0.15063296
820	0.29625674	0.21773769	0.23873715
821	0.19811882	0.11826773	0.37837288
822	0.44300715	0.17057158	0.59968060
823	0.11981125	0.24600679	0.95042970
824	0.26790610	0.13362254	0.10615000
825	0.17915961	0.19271705	0.16823641
826	0.40061307	0.27794609	0.26663675
827	0.14651054	0.10902446	0.42259076
828	0.32760752	0.15724048	0.66976122
829	0.21908435	0.22678001	0.11639116
830	0.48988750	0.12317921	0.18446756
831	0.10174392	0.17765516	0.29236138
832	0.22750632	0.25622308	0.46336156
833	0.15214265	0.13917168	0.73437858
834	0.34020130	0.20072030	0.12762037
835	0.12441700	0.28948877	0.20226466
836	0.27820486	0.10187603	0.32056788
837	0.18604681	0.14693066	0.50806584
838	0.41601331	0.21191068	0.80523010
839	0.11251077	0.11510269	0.13993295
840	0.25158173	0.16600681	0.22177879
841	0.16824284	0.23942325	0.35149569
842	0.37620243	0.13004659	0.55708312
843	0.13758318	0.18755963	0.88291725
844	0.30764534	0.27050780	0.15343343
845	0.20573484	0.10610679	0.24317560
846	0.46003709	0.15303247	0.38540736
847	0.10699199	0.22071101	0.61082950
848	0.23924137	0.11988273	0.96809951
849	0.15999035	0.17290082	0.10812348
850	0.35774929	0.24936614	0.17136416
851	0.13083458	0.13544723	0.27159389
852	0.29255500	0.19534870	0.43044731
853	0.19564332	0.28174158	0.68221301
854	0.43747177	0.11051324	0.11855503
855	0.11831421	0.15938768	0.18789707
856	0.26455861	0.22987681	0.29779678
857	0.17692101	0.12486128	0.47197609
858	0.39560740	0.18008113	0.74803170
859	0.14467989	0.25972194	0.12999301
860	0.32351406	0.14107215	0.20602504
861	0.21634689	0.20346124	0.32652768
862	0.48376635	0.29344189	0.51751149
863	0.10433496	0.10326720	0.82020044
864	0.23330007	0.14893707	0.14253450
865	0.15601716	0.21480443	0.22590196
866	0.34886498	0.11667448	0.35803048
867	0.12758544	0.16827372	0.56744007
868	0.28528972	0.24269270	0.89933190
869	0.19078474	0.13182244	0.15628597
870	0.42660764	0.19012086	0.24769657
871	0.11537601	0.27420172	0.39257261
872	0.25798859	0.10755573	0.62218566
873	0.17252737	0.15512221	0.98609782
874	0.38578293	0.22372493	0.10081380
875	0.14108692	0.12151979	0.15977911
876	0.31547994	0.17526187	0.25323283
877	0.21097415	0.25277136	0.40134698
878	0.47175255	0.13729683	0.63609210
879	0.10971669	0.19801629	0.11054014
880	0.24533397	0.28558891	0.17519431
881	0.16406471	0.11202236	0.27766427
882	0.36685985	0.16156420	0.44006821
883	0.13416645	0.23301590	0.69746112
884	0.30000531	0.12656633	0.12120485
885	0.20062564	0.18254023	0.19209674
886	0.44861257	0.26326857	0.30445282
887	0.12132724	0.14299856	0.48252520
888	0.27129595	0.20623961	0.76475091
889	0.18142654	0.29744899	0.13289848
890	0.40568207	0.10095901	0.21062989
891	0.14836435	0.14560809	0.33382588
892	0.33175277	0.21000320	0.52907836
893	0.22185645	0.11406662	0.83853269
894	0.49608611	0.16451253	0.14572028
895	0.10110628	0.23726812	0.23095108
896	0.22608051	0.12887600	0.36603280
897	0.15118915	0.18587135	0.58012289
898	0.33806921	0.26807287	0.91943282
899	0.12363726	0.10515169	0.10268807
900	0.27646131	0.15165498	0.16274963
901	0.18488082	0.21872432	0.25794077
902	0.41340609	0.11880363	0.40880858
903	0.11180565	0.17134449	0.64791793
904	0.25000503	0.24712151	0.11259523
905	0.16718844	0.13422802	0.17845142
906	0.37384471	0.19359031	0.28282644
907	0.13672093	0.27920554	0.44824969
908	0.30571728	0.10951848	0.71042789
909	0.20444547	0.15795298	0.12345822
910	0.45715397	0.22780762	0.19566809
911	0.10632146	0.12373737	0.31011302
912	0.23774201	0.17846017	0.49149601
913	0.15898766	0.25738410	0.77896869
914	0.35550722	0.13980231	0.13536924
915	0.13001462	0.20162982	0.21454579
916	0.29072152	0.29080052	0.34003216
917	0.19441720	0.10233766	0.53891466
918	0.43473007	0.14759644	0.85412218
919	0.11757272	0.21287091	0.14842942
920	0.26290059	0.11562425	0.23524478
921	0.17581222	0.16675903	0.37283785
922	0.39312807	0.24050814	0.59090818
923	0.14377316	0.13063586	0.93652635
924	0.32148655	0.18840952	0.10459719
925	0.21499101	0.27173354	0.16577537
926	0.48073452	0.10658759	0.26273625
927	0.10368108	0.15372590	0.41640890
928	0.23183795	0.22171112	0.65996363
929	0.15503938	0.12042596	0.11468853
930	0.34667859	0.17368428	0.18176908
931	0.12678585	0.25049608	0.28808457
932	0.28350177	0.13606097	0.45658328
933	0.18958906	0.19623388	0.72363573
934	0.42393403	0.28301823	0.12575348
935	0.11465293	0.11101401	0.19930583
936	0.25637174	0.16010991	0.31587845
937	0.17144611	0.23091844	0.50063361
938	0.38336517	0.12542707	0.79345080
939	0.14020271	0.18089713	0.13788595
940	0.31350278	0.26089881	0.21853450
941	0.20965195	0.14171138	0.34635383
942	0.46879600	0.20438318	0.54893383
943	0.10902908	0.29477155	0.87000150
944	0.24379643	0.10373513	0.15118893
945	0.16303650	0.14961195	0.23961831
946	0.36456069	0.21577777	0.37976943
947	0.13332561	0.11720316	0.60189398
948	0.29812513	0.16903621	0.95393767
949	0.19936829	0.24379240	0.10654179
950	0.44580105	0.13241976	0.16885736
951	0.12056686	0.19098235	0.26762088
952	0.26959570	0.27544421	0.42415052
953	0.18028951	0.10804309	0.67223327
954	0.40313960	0.15582511	0.11682075
955	0.14743453	0.22473869	0.18514842
956	0.32967363	0.12207043	0.29344046
957	0.22046604	0.17605603	0.46507179
958	0.49297706	0.25391673	0.73708912
959	0.10238559	0.13791896	0.12809141
960	0.22894113	0.19891356	0.20301120
961	0.15310216	0.28688299	0.32175107
962	0.34234684	0.11252996	0.50994108
963	0.12520165	0.16229629	0.80820215
964	0.27995941	0.23407175	0.14044944
965	0.18722014	0.12713984	0.22259736
966	0.41863696	0.18336737	0.35279303
967	0.11322034	0.26446152	0.55913928
968	0.25316837	0.14364652	0.88617603
969	0.16930389	0.20717414	0.15399974
970	0.37857501	0.29879681	0.24407315
971	0.13845087	0.10020114	0.38682987
972	0.30958556	0.14451505	0.61308403
973	0.20703234	0.20842676	0.97167270
974	0.46293839	0.11321035	0.10852255
975	0.10766676	0.16327757	0.17199665
976	0.24075019	0.23548701	0.27259633
977	0.16099935	0.12790856	0.43203606
978	0.36000550	0.18447606	0.68473102
979	0.13165971	0.26606052	0.11899261
980	0.29440005	0.10436234	0.18859058
981	0.19687718	0.15051654	0.29889593
982	0.44023076	0.21708241	0.47371812
983	0.11906038	0.11791180	0.75079263
984	0.26622710	0.17005825	0.13047281
985	0.17803679	0.24526643	0.20678546
986	0.39810237	0.13322041	0.32773287
987	0.14559233	0.19213707	0.51942159
988	0.32555435	0.27710961	0.82322775
989	0.21771132	0.10869635	0.14306059
990	0.48681731	0.15676727	0.22673575
991	0.10499297	0.22609752	0.35935195
992	0.23477142	0.12280850	0.56953445
993	0.15700111	0.17712051	0.90265128
994	0.35106516	0.25545198	0.15686281
995	0.12839008	0.13875285	0.24861081
996	0.28708895	0.20011624	0.39402157
997	0.19198795	0.28861756	0.62448211
998	0.42929811	0.10156943	0.98973744
999	0.11610364	0.14648847	0.10118590
1000	0.25961564	0.21127294	0.16036884
1001	0.17361544	0.11475629	0.25416749
1002	0.38821593	0.16550721	0.40282832
1003	0.14197671	0.23870271	0.63843987
1004	0.31746957	0.12965521	0.11094813
1005	0.21230470	0.18699517	0.17584094
1006	0.47472773	0.26969371	0.27868911
1007	0.11040863	0.10578746	0.44169247
1008	0.24688121	0.15257192	0.70003540
1009	0.16509942	0.22004679	0.12165221
1010	0.36917352	0.11952195	0.19280576
1011	0.13501260	0.17238048	0.30557653
1012	0.30189734	0.24861567	0.48430617
1013	0.20189092	0.13503960	0.76757355
1014	0.45144182	0.19476080	0.13338899
1015	0.12209241	0.28089368	0.21140731
1016	0.27300693	0.11018066	0.33505801
1017	0.18257073	0.15890800	0.53103115
1018	0.40824057	0.22918500	0.84162766
1019	0.14930004	0.12448552	0.14625812
1020	0.33384503	0.17953918	0.23180351
1021	0.22325563	0.25894031	0.36738380
1022	0.49921476	0.14064759	0.58226408
1023	0.10007862	0.20284893	0.92282638
1024	0.12584990	0.11050315	0.11937766
1025	0.15838196	0.12210946	0.14251027
1026	0.19932353	0.13493480	0.17012543
1027	0.25084846	0.14910721	0.20309176
1028	0.31569252	0.16476816	0.24244620
1029	0.39729870	0.18207401	0.28942661
1030	0.10333910	0.20119752	0.34551073
1031	0.13005215	0.22232959	0.41246264
1032	0.16367050	0.24568121	0.49238826
1033	0.20597915	0.27148547	0.58780161
1034	0.25922455	0.10091208	0.70170383
1035	0.32623382	0.11151103	0.83767764
1036	0.41056492	0.12322320	0.10137180
1037	0.10678971	0.13616551	0.12101529
1038	0.13439473	0.15046718	0.14446522
1039	0.16913563	0.16627098	0.17245921
1040	0.21285701	0.18373467	0.20587778
1041	0.26788033	0.20303260	0.24577208
1042	0.33712711	0.22435741	0.29339697
1043	0.42427411	0.24792201	0.35025045
1044	0.11035553	0.27396163	0.41812080
1045	0.13888231	0.10183248	0.49914285
1046	0.17478324	0.11252809	0.59586507
1047	0.21996453	0.12434709	0.71132980
1048	0.27682513	0.13740745	0.84916891
1049	0.34838414	0.15183956	0.10276242
1050	0.43844107	0.16778750	0.12267538
1051	0.11404041	0.18541047	0.14644700
1052	0.14351974	0.20488441	0.17482501
1053	0.18061944	0.22640373	0.20870201
1054	0.22730938	0.25018325	0.24914358
1055	0.28606861	0.27646038	0.29742179
1056	0.36001705	0.10276127	0.35505518
1057	0.45308108	0.11355444	0.42385659
1058	0.11784834	0.12548123	0.50599009
1059	0.14831201	0.13866071	0.60403915
1060	0.18665051	0.15322446	0.72108783
1061	0.23489947	0.16931785	0.86081781
1062	0.29562074	0.18710156	0.10417211
1063	0.37203839	0.20675312	0.12435824
1064	0.46820993	0.22846871	0.14845596
1065	0.12178342	0.25246512	0.17722326
1066	0.15326431	0.27898191	0.21156498
1067	0.19288297	0.10369853	0.25256133
1068	0.24274301	0.11459014	0.30150182
1069	0.30549183	0.12662572	0.35992583
1070	0.38446114	0.13992541	0.42967105
1071	0.48384394	0.15462198	0.51293126
1072	0.10047033	0.17086216	0.61232536
1073	0.12644180	0.18880807	0.73097972
1074	0.15912687	0.20863887	0.87262651
1075	0.20026100	0.23055252	0.10560115
1076	0.25202826	0.25476780	0.12606418
1077	0.31717730	0.28152645	0.15049248
1078	0.39916730	0.10464434	0.17965440
1079	0.10382514	0.11563530	0.21446723
1080	0.13066382	0.12778064	0.25602597
1081	0.16444029	0.14120164	0.30563783
1082	0.20694793	0.15603226	0.36486330
1083	0.26044375	0.17242056	0.43556528
1084	0.32776818	0.19053015	0.51996766
1085	0.41249592	0.21054182	0.62072524
1086	0.10729197	0.23265534	0.74100730
1087	0.13502683	0.25709148	0.88459720
1088	0.16993112	0.28409419	0.10704978
1089	0.21385813	0.10559878	0.12779353
1090	0.26914024	0.11668998	0.15255693
1091	0.33871271	0.12894610	0.18211890
1092	0.42626959	0.14248951	0.21740929
1093	0.11087456	0.15745539	0.25953814
1094	0.13953551	0.17399317	0.30983057
1095	0.17560530	0.19226794	0.36986849
1096	0.22099908	0.21246213	0.44154037
1097	0.27812711	0.23477734	0.52710058
1098	0.35002268	0.25943636	0.62924036
1099	0.44050317	0.28668535	0.75117244
1100	0.11457677	0.10656192	0.89673211
1101	0.14419475	0.11775428	0.10851829
1102	0.18146894	0.13012219	0.12954660
1103	0.22837847	0.14378912	0.15464971
1104	0.28741407	0.15889151	0.18461721
1105	0.36171030	0.17558012	0.22039172
1106	0.45521204	0.19402157	0.26309848
1107	0.11840261	0.21439995	0.31408082
1108	0.14900956	0.23691870	0.37494235
1109	0.18752838	0.26180262	0.44759742
1110	0.23600427	0.28930014	0.53433134
1111	0.29701112	0.10753385	0.63787228
1112	0.37378819	0.11882830	0.76147703
1113	0.47041204	0.13130901	0.90903349
1114	0.12235620	0.14510059	0.11000695
1115	0.15398515	0.16034073	0.13132373
1116	0.19379015	0.17718155	0.15677120
1117	0.24388470	0.19579120	0.18714979
1118	0.30692864	0.21635544	0.22341505
1119	0.38626937	0.23907958	0.26670767
1120	0.48611959	0.26419047	0.31838938
1121	0.10094286	0.29193879	0.38008581
1122	0.12703649	0.10851465	0.45373756
1123	0.15987529	0.11991210	0.54166130
1124	0.20120288	0.13250665	0.64662261
1125	0.25321362	0.14642402	0.77192297
1126	0.31866907	0.16180316	0.92150361
1127	0.40104469	0.17879759	0.11151602
1128	0.10431345	0.19757697	0.13312523
1129	0.13127837	0.21832877	0.15892178
1130	0.16521369	0.24126017	0.18971711
1131	0.20792126	0.26660009	0.22647986
1132	0.26166868	0.29460150	0.27036637
1133	0.32930977	0.10950438	0.32275705
1134	0.41443599	0.12100579	0.38529983
1135	0.10779659	0.13371522	0.45996194
1136	0.13566189	0.14775953	0.54909182
1137	0.17073035	0.16327893	0.65549298
1138	0.21486397	0.18042836	0.78251221
1139	0.27040608	0.19937902	0.93414480
1140	0.34030576	0.22032010	0.11304580
1141	0.42827445	0.24346065	0.13495144
1142	0.11139603	0.26903169	0.16110187
1143	0.14019179	0.29728850	0.19231965
1144	0.17643121	0.10008257	0.22958671
1145	0.22203850	0.11059440	0.27407525
1146	0.27943522	0.12221029	0.32718463
1147	0.35166893	0.13504622	0.39058537
1148	0.44257498	0.14923033	0.46627170
1149	0.11511566	0.16490422	0.55662426
1150	0.14487294	0.18222436	0.66448504
1151	0.18232244	0.20136365	0.79324672
1152	0.22945260	0.22251318	0.94695940
1153	0.28876585	0.24588408	0.11459656
1154	0.36341152	0.27170965	0.13680270
1155	0.45735302	0.10099541	0.16331187
1156	0.11895949	0.11160311	0.19495790
1157	0.14971039	0.12332495	0.23273618
1158	0.18841037	0.13627795	0.27783502
1159	0.23711426	0.15059143	0.33167295
1160	0.29840805	0.16640827	0.39594343
1161	0.37554621	0.18388639	0.47266801
1162	0.47262451	0.20320025	0.56426003
1163	0.12293167	0.22454268	0.67360045
1164	0.15470938	0.24812673	0.80412848
1165	0.19470159	0.27418786	0.95994980
1166	0.24503175	0.10191656	0.11616860
1167	0.30837220	0.11262101	0.13867936
1168	0.38808609	0.12444977	0.16555218
1169	0.48840594	0.13752091	0.19763233
1170	0.10141763	0.15196494	0.23592886
1171	0.12763398	0.16792605	0.28164636
1172	0.16062722	0.18556357	0.33622285
1173	0.20214919	0.20505359	0.40137498
1174	0.25440455	0.22659068	0.47915207
1175	0.32016786	0.25038984	0.57200055
1176	0.40293091	0.27668866	0.68284090
1177	0.10480407	0.10284612	0.81515952
1178	0.13189581	0.11364820	0.97311839
1179	0.16599074	0.12558485	0.11776220
1180	0.20889917	0.13877521	0.14058177
1181	0.26289938	0.15335098	0.16782323
1182	0.33085860	0.16945767	0.20034345
1183	0.41638520	0.18725606	0.23916533
1184	0.10830358	0.20692384	0.28550999
1185	0.13629995	0.22865737	0.34083515
1186	0.17153334	0.25267359	0.40688104
1187	0.21587453	0.27921228	0.48572508
1188	0.27167787	0.10378416	0.57984726
1189	0.34190631	0.11468477	0.69220812
1190	0.43028873	0.12673028	0.82634188
1191	0.11191995	0.14004095	0.98646763
1192	0.14085114	0.15474966	0.10010486
1193	0.17726102	0.17100325	0.11950284
1194	0.22308280	0.18896398	0.14265970
1195	0.28074948	0.20881115	0.17030382
1196	0.35332292	0.23074290	0.20330473
1197	0.44465652	0.25497817	0.24270043
1198	0.11565708	0.28175892	0.28973011
1199	0.14555431	0.10473075	0.34587303
1200	0.18317995	0.11573078	0.41289515
1201	0.23053177	0.12788616	0.49290459
1202	0.29012399	0.14131823	0.58841798
1203	0.36512074	0.15616110	0.70243964
1204	0.45950407	0.17256294	0.83855604
1205	0.11951899	0.19068748	0.10147810
1206	0.15041452	0.21071567	0.12114219
1207	0.18929652	0.23284746	0.14461671
1208	0.23822947	0.25730378	0.17264005
1209	0.29981154	0.28432878	0.20609366
1210	0.37731250	0.10568598	0.24602980
1211	0.47484739	0.11678634	0.29370463
1212	0.12350985	0.12905258	0.35061772
